EmployeeID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Email
EMP00826,Employee_826,42,Female,Marketing,Lead,Master,2015-05-05,95621.0,10.0,5.0,1.0,41.0,Yes,Middle East,Direct Deposit,employee_826@company.com
EMP00827,Employee_827,41,Male,Engineering,VP,PhD,2020-03-07,63988.0,11.0,3.0,5.0,69.0,Yes,Asia Pacific,Check,employee_827@company.com
EMP00828,Employee_828,26,Female,IT,Associate,Master,2015-05-05,25000.0,10.0,4.0,4.0,65.0,Yes,Latin America,Check,Unknown
EMP00829,Employee_829,26,Male,Operations,Manager,High School,2023-06-01,25000.0,22.0,5.0,5.0,72.0,Yes,Asia Pacific,Wire Transfer,Unknown
EMP00830,Employee_830,24,Female,Legal,Consultant,Associate,2017-09-20,25000.0,4.0,3.0,4.0,42.0,Yes,Latin America,Wire Transfer,employee_830@company.com
EMP00831,Employee_831,50,Female,IT,Manager,Associate,2017-07-17,130815.0,0.0,2.0,5.0,72.0,No,North America,Check,employee_831@company.com
EMP00832,Employee_832,31,Female,Sales,Manager,Associate,2015-05-05,66500.0,5.0,3.0,1.0,50.0,No,Latin America,Direct Deposit,employee_832@company.com
EMP00833,Employee_833,50,Female,Finance,Manager,Master,2010-09-26,25000.0,15.0,5.0,4.0,68.0,Yes,North America,Wire Transfer,employee_833@company.com
EMP00834,Employee_834,51,Female,IT,Associate,Associate,2019-08-10,34985.0,11.0,3.0,5.0,35.0,No,Latin America,Check,employee_834@company.com
EMP00835,Employee_835,44,Female,Operations,Intern,High School,2013-12-11,46860.0,5.0,2.0,4.0,53.0,No,Latin America,Check,employee_835@company.com
EMP00836,Employee_836,29,Male,Engineering,Director,Master,2015-05-05,38001.0,12.0,5.0,1.0,48.0,Yes,Middle East,Wire Transfer,employee_836@company.com
EMP00837,Employee_837,23,Female,HR,VP,Bachelor,2021-11-15,62474.0,6.0,3.0,2.0,53.0,Yes,Latin America,Wire Transfer,employee_837@company.com
EMP00838,Employee_838,51,Female,Engineering,Intern,PhD,2015-05-05,72693.0,7.0,5.0,3.0,57.0,No,Middle East,Cash,employee_838@company.com
EMP00839,Employee_839,60,Male,Operations,Associate,Associate,2011-02-04,91670.0,11.0,3.0,5.0,38.0,Yes,North America,Cash,employee_839@company.com
EMP00840,Employee_840,57,Male,Engineering,Analyst,PhD,2020-11-18,25000.0,1.0,1.0,4.0,68.0,No,Middle East,Wire Transfer,employee_840@company.com
EMP00841,Employee_841,56,Male,Legal,Consultant,PhD,2011-12-11,68922.0,22.0,5.0,5.0,36.0,No,Middle East,Wire Transfer,employee_841@company.com
EMP00842,Employee_842,44,Male,Operations,Lead,Associate,2015-05-05,87373.0,8.0,5.0,1.0,46.0,No,North America,Wire Transfer,employee_842@company.com
EMP00843,Employee_843,51,Female,Sales,Director,Bachelor,2013-07-28,92055.0,12.0,5.0,2.0,57.0,No,Latin America,Wire Transfer,employee_843@company.com
EMP00844,Employee_844,26,Female,Finance,Manager,High School,2014-06-10,53987.0,16.0,5.0,1.0,77.0,Yes,Asia Pacific,Direct Deposit,employee_844@company.com
EMP00845,Employee_845,22,Male,HR,Associate,High School,2023-07-17,54298.0,12.0,3.0,4.0,52.0,Yes,North America,Direct Deposit,employee_845@company.com
EMP00846,Employee_846,40,Male,Sales,Director,Associate,2022-02-19,62699.0,15.0,4.0,5.0,66.0,No,Europe,Direct Deposit,employee_846@company.com
EMP00847,Employee_847,48,Female,IT,VP,Associate,2021-12-18,69651.0,0.0,3.0,4.0,51.0,Yes,Asia Pacific,Direct Deposit,employee_847@company.com
EMP00848,Employee_848,31,Female,Sales,Senior Manager,Associate,2017-03-16,97565.0,6.0,2.0,1.0,65.0,No,Asia Pacific,Direct Deposit,employee_848@company.com
EMP00849,Employee_849,24,Male,Marketing,Analyst,Associate,2019-01-24,25000.0,12.0,1.0,5.0,70.0,No,North America,Direct Deposit,employee_849@company.com
EMP00850,Employee_850,35,Male,IT,Analyst,PhD,2013-02-21,45344.0,13.0,3.0,4.0,60.0,Yes,Middle East,Cash,employee_850@company.com
EMP00851,Employee_851,26,Male,Finance,Analyst,Associate,2015-09-28,31715.0,20.0,3.0,5.0,46.0,No,Middle East,Wire Transfer,employee_851@company.com
EMP00852,Employee_852,41,Male,Operations,Analyst,High School,2015-05-05,75694.0,16.0,5.0,3.0,69.0,No,North America,Wire Transfer,employee_852@company.com
EMP00853,Employee_853,58,Female,Sales,Associate,Bachelor,2014-08-04,25000.0,15.0,2.0,1.0,50.0,Yes,North America,Wire Transfer,employee_853@company.com
EMP00854,Employee_854,22,Male,Marketing,Associate,Associate,2014-02-21,29476.0,14.0,5.0,1.0,38.0,No,Middle East,Wire Transfer,employee_854@company.com
EMP00855,Employee_855,35,Male,Engineering,Associate,Master,2018-08-26,25000.0,16.0,5.0,3.0,62.0,Yes,Asia Pacific,Wire Transfer,employee_855@company.com
EMP00856,Employee_856,31,Female,Legal,Consultant,High School,2017-10-02,25000.0,1.0,4.0,2.0,72.0,Yes,North America,Cash,employee_856@company.com
EMP00857,Employee_857,28,Male,Engineering,Analyst,Master,2012-05-20,84614.0,24.0,1.0,4.0,67.0,No,Europe,Cash,employee_857@company.com
EMP00858,Employee_858,46,Female,Sales,Associate,High School,2015-02-03,25000.0,11.0,4.0,2.0,71.0,No,Middle East,Check,employee_858@company.com
EMP00859,Employee_859,25,Female,Operations,Intern,High School,2018-04-10,35253.0,2.0,5.0,5.0,44.0,Yes,Latin America,Cash,employee_859@company.com
EMP00860,Employee_860,26,Female,Engineering,Associate,PhD,2015-05-05,84236.0,8.0,1.0,4.0,65.0,No,North America,Direct Deposit,employee_860@company.com
EMP00861,Employee_861,46,Female,Marketing,Director,High School,2015-04-25,60352.0,5.0,3.0,4.0,48.0,No,Asia Pacific,Wire Transfer,employee_861@company.com
EMP00862,Employee_862,24,Female,Operations,Analyst,Associate,2015-07-10,91754.0,5.0,2.0,4.0,39.0,No,Asia Pacific,Check,employee_862@company.com
EMP00863,Employee_863,39,Female,IT,Analyst,Master,2021-07-12,25000.0,6.0,5.0,3.0,44.0,No,Asia Pacific,Wire Transfer,employee_863@company.com
EMP00864,Employee_864,40,Female,Engineering,Analyst,Bachelor,2011-10-26,25000.0,7.0,2.0,1.0,59.0,Yes,Latin America,Cash,employee_864@company.com
EMP00865,Employee_865,53,Female,IT,Intern,Bachelor,2018-11-17,25000.0,2.0,5.0,3.0,75.0,No,Asia Pacific,Cash,employee_865@company.com
EMP00866,Employee_866,40,Female,Engineering,Analyst,High School,2015-05-05,85463.0,23.0,1.0,3.0,79.0,No,Asia Pacific,Cash,employee_866@company.com
EMP00867,Employee_867,32,Female,IT,Intern,High School,2012-05-04,52341.0,14.0,5.0,3.0,51.0,Yes,Middle East,Direct Deposit,employee_867@company.com
EMP00868,Employee_868,21,Female,Finance,Analyst,Master,2011-01-10,68220.0,21.0,1.0,2.0,54.0,Yes,Asia Pacific,Wire Transfer,employee_868@company.com
EMP00869,Employee_869,46,Male,Marketing,Intern,Associate,2022-03-11,25000.0,5.0,2.0,3.0,67.0,Yes,Latin America,Cash,employee_869@company.com
EMP00870,Employee_870,34,Female,Marketing,Consultant,High School,2015-05-05,25000.0,10.0,2.0,1.0,57.0,Yes,Europe,Direct Deposit,employee_870@company.com
EMP00871,Employee_871,58,Female,Engineering,VP,High School,2015-05-05,63593.0,2.0,3.0,4.0,65.0,Yes,Europe,Cash,employee_871@company.com
EMP00872,Employee_872,57,Male,Sales,Director,Master,2023-05-29,87852.0,15.0,5.0,2.0,39.0,Yes,Asia Pacific,Cash,employee_872@company.com
EMP00873,Employee_873,31,Male,Engineering,Director,High School,2013-12-22,78022.0,5.0,1.0,3.0,63.0,Yes,Middle East,Wire Transfer,employee_873@company.com
EMP00874,Employee_874,56,Male,Operations,Manager,Associate,2015-05-05,25000.0,10.0,4.0,3.0,38.0,No,Middle East,Check,employee_874@company.com
EMP00875,Employee_875,33,Male,IT,Senior Manager,PhD,2010-09-26,43841.0,7.0,1.0,4.0,65.0,Yes,Middle East,Direct Deposit,employee_875@company.com
EMP00876,Employee_876,23,Female,Engineering,Consultant,Bachelor,2022-11-18,25000.0,22.0,2.0,4.0,38.0,Yes,Asia Pacific,Check,employee_876@company.com
EMP00877,Employee_877,53,Male,Marketing,VP,PhD,2020-04-21,52314.0,9.0,1.0,2.0,52.0,No,Asia Pacific,Direct Deposit,employee_877@company.com
EMP00878,Employee_878,26,Female,Marketing,Intern,Associate,2015-05-05,87177.0,9.0,5.0,1.0,52.0,No,Europe,Wire Transfer,employee_878@company.com
EMP00879,Employee_879,30,Female,Engineering,Analyst,Master,2015-10-15,25000.0,22.0,1.0,2.0,74.0,Yes,Middle East,Wire Transfer,employee_879@company.com
EMP00880,Employee_880,25,Male,Marketing,Associate,Associate,2015-05-05,39107.0,2.0,1.0,4.0,68.0,Yes,Middle East,Cash,employee_880@company.com
EMP00881,Employee_881,43,Male,HR,Manager,High School,2022-03-19,86475.0,13.0,5.0,1.0,48.0,No,Middle East,Cash,employee_881@company.com
EMP00882,Employee_882,30,Male,Operations,Associate,PhD,2018-04-22,25000.0,18.0,2.0,3.0,60.0,No,Europe,Wire Transfer,employee_882@company.com
EMP00883,Employee_883,41,Male,Engineering,Manager,Bachelor,2019-05-08,40421.0,20.0,3.0,3.0,57.0,Yes,Asia Pacific,Wire Transfer,employee_883@company.com
EMP00884,Employee_884,33,Female,IT,Manager,Associate,2019-12-19,38830.0,20.0,1.0,5.0,67.0,No,North America,Wire Transfer,employee_884@company.com
EMP00885,Employee_885,60,Female,Sales,Consultant,Associate,2016-12-01,100179.0,8.0,4.0,4.0,51.0,No,Europe,Check,employee_885@company.com
EMP00886,Employee_886,22,Male,Engineering,Lead,High School,2015-05-05,25000.0,12.0,3.0,5.0,76.0,Yes,Middle East,Check,employee_886@company.com
EMP00887,Employee_887,40,Male,Legal,Intern,PhD,2010-03-25,42636.0,8.0,4.0,2.0,66.0,Yes,Latin America,Wire Transfer,employee_887@company.com
EMP00888,Employee_888,21,Female,Sales,Senior Analyst,Bachelor,2015-09-17,25000.0,20.0,1.0,2.0,69.0,Yes,Asia Pacific,Wire Transfer,employee_888@company.com
EMP00889,Employee_889,57,Female,Engineering,Senior Analyst,Associate,2015-05-05,77587.0,11.0,4.0,1.0,77.0,No,Asia Pacific,Cash,employee_889@company.com
EMP00890,Employee_890,29,Male,IT,Consultant,High School,2015-05-05,83416.0,13.0,3.0,4.0,64.0,No,North America,Direct Deposit,employee_890@company.com
EMP00891,Employee_891,37,Male,IT,Manager,Master,2011-04-11,25000.0,4.0,4.0,1.0,49.0,Yes,Middle East,Wire Transfer,employee_891@company.com
EMP00892,Employee_892,29,Male,Marketing,Consultant,Associate,2015-05-05,74371.0,5.0,4.0,1.0,41.0,Yes,Middle East,Cash,employee_892@company.com
EMP00893,Employee_893,31,Male,Finance,Consultant,Master,2015-05-05,96157.0,12.0,3.0,2.0,40.0,Yes,North America,Cash,employee_893@company.com
EMP00894,Employee_894,41,Male,Marketing,Associate,Bachelor,2021-12-17,81020.0,12.0,3.0,2.0,43.0,No,Asia Pacific,Direct Deposit,employee_894@company.com
EMP00895,Employee_895,44,Female,Legal,Intern,PhD,2015-05-05,25000.0,23.0,3.0,4.0,47.0,No,Asia Pacific,Wire Transfer,employee_895@company.com
EMP00896,Employee_896,58,Female,Operations,VP,Master,2015-05-05,100079.0,5.0,3.0,2.0,74.0,No,Asia Pacific,Cash,employee_896@company.com
EMP00897,Employee_897,55,Female,Engineering,Intern,High School,2022-01-27,75692.0,13.0,5.0,4.0,52.0,No,Europe,Wire Transfer,employee_897@company.com
EMP00898,Employee_898,50,Female,Marketing,VP,Bachelor,2015-05-05,50872.0,10.0,1.0,5.0,69.0,Yes,North America,Check,employee_898@company.com
EMP00899,Employee_899,51,Female,Engineering,Consultant,PhD,2021-02-23,86928.0,12.0,3.0,3.0,35.0,Yes,Asia Pacific,Check,employee_899@company.com
EMP00900,Employee_900,25,Female,Sales,Consultant,Master,2015-03-20,25000.0,11.0,2.0,5.0,58.0,No,North America,Cash,employee_900@company.com
EMP00901,Employee_901,41,Female,Sales,Intern,PhD,2023-03-25,59442.0,15.0,4.0,2.0,70.0,Yes,North America,Cash,employee_901@company.com
EMP00902,Employee_902,31,Male,Operations,Analyst,Bachelor,2015-05-05,79702.0,5.0,3.0,3.0,50.0,Yes,Europe,Wire Transfer,employee_902@company.com
EMP00903,Employee_903,29,Male,IT,Analyst,High School,2020-03-12,25000.0,8.0,3.0,3.0,52.0,Yes,Asia Pacific,Check,employee_903@company.com
EMP00904,Employee_904,54,Male,Legal,Director,High School,2016-08-10,71312.0,16.0,1.0,1.0,37.0,No,Middle East,Check,employee_904@company.com
EMP00905,Employee_905,32,Male,Engineering,Analyst,PhD,2015-05-05,72491.0,19.0,3.0,3.0,76.0,Yes,Middle East,Cash,employee_905@company.com
EMP00906,Employee_906,55,Female,Operations,Senior Manager,High School,2016-03-10,36602.0,15.0,5.0,4.0,71.0,Yes,Middle East,Wire Transfer,employee_906@company.com
EMP00907,Employee_907,55,Male,IT,Analyst,Master,2015-05-05,73147.0,11.0,2.0,2.0,42.0,No,North America,Check,employee_907@company.com
EMP00908,Employee_908,21,Male,IT,Associate,High School,2022-09-07,25000.0,17.0,2.0,2.0,52.0,Yes,North America,Check,employee_908@company.com
EMP00909,Employee_909,60,Female,HR,Associate,Bachelor,2019-12-29,25000.0,8.0,3.0,1.0,63.0,Yes,Latin America,Check,Unknown
EMP00910,Employee_910,42,Male,Finance,Analyst,Bachelor,2016-03-22,94736.0,2.0,1.0,1.0,71.0,No,Asia Pacific,Wire Transfer,employee_910@company.com
EMP00911,Employee_911,49,Female,IT,Intern,Master,2019-03-11,86973.0,9.0,3.0,2.0,61.0,Yes,Latin America,Wire Transfer,employee_911@company.com
EMP00912,Employee_912,28,Female,Operations,Senior Manager,High School,2015-04-30,25000.0,10.0,4.0,4.0,78.0,No,Asia Pacific,Check,employee_912@company.com
EMP00913,Employee_913,31,Female,HR,Analyst,Master,2015-07-03,39394.0,1.0,2.0,3.0,63.0,No,Asia Pacific,Check,employee_913@company.com
EMP00914,Employee_914,60,Male,HR,Analyst,PhD,2011-08-27,64566.0,7.0,4.0,3.0,38.0,Yes,North America,Cash,employee_914@company.com
EMP00915,Employee_915,57,Female,Engineering,Associate,High School,2010-05-30,94611.0,19.0,5.0,4.0,46.0,Yes,Asia Pacific,Cash,employee_915@company.com
EMP00916,Employee_916,34,Female,IT,Consultant,PhD,2011-10-20,59633.0,10.0,2.0,1.0,47.0,No,Middle East,Check,employee_916@company.com
EMP00917,Employee_917,50,Male,Operations,Director,Master,2015-05-05,25000.0,17.0,2.0,2.0,48.0,Yes,Asia Pacific,Check,employee_917@company.com
EMP00918,Employee_918,41,Male,HR,VP,Bachelor,2015-05-15,81730.0,19.0,5.0,5.0,48.0,Yes,North America,Direct Deposit,employee_918@company.com
EMP00919,Employee_919,41,Female,Sales,Senior Analyst,High School,2015-05-05,107739.0,0.0,4.0,2.0,44.0,Yes,Asia Pacific,Check,employee_919@company.com
EMP00920,Employee_920,57,Female,IT,VP,PhD,2012-02-18,38317.0,13.0,3.0,5.0,56.0,Yes,Middle East,Cash,employee_920@company.com
EMP00921,Employee_921,25,Male,HR,Intern,High School,2022-04-08,61134.0,6.0,1.0,5.0,43.0,No,Asia Pacific,Cash,Unknown
EMP00922,Employee_922,39,Female,Finance,Senior Analyst,Master,2015-05-05,63497.0,0.0,4.0,4.0,58.0,Yes,Asia Pacific,Wire Transfer,employee_922@company.com
EMP00923,Employee_923,34,Male,IT,Intern,Bachelor,2015-05-05,80154.0,11.0,5.0,5.0,51.0,No,Asia Pacific,Wire Transfer,employee_923@company.com
EMP00924,Employee_924,46,Female,IT,Manager,Master,2016-06-04,25000.0,0.0,5.0,3.0,58.0,Yes,Europe,Check,employee_924@company.com
EMP00925,Employee_925,24,Female,Engineering,Analyst,High School,2022-09-03,25000.0,2.0,5.0,3.0,39.0,No,Europe,Wire Transfer,employee_925@company.com
EMP00926,Employee_926,45,Male,Finance,Associate,Master,2020-11-13,25000.0,1.0,2.0,4.0,68.0,No,Asia Pacific,Direct Deposit,employee_926@company.com
EMP00927,Employee_927,45,Male,Operations,Senior Analyst,Bachelor,2015-05-05,55838.0,2.0,3.0,2.0,76.0,No,Asia Pacific,Cash,employee_927@company.com
EMP00928,Employee_928,38,Male,Engineering,Intern,Associate,2015-05-02,53233.0,3.0,2.0,2.0,35.0,No,Asia Pacific,Check,employee_928@company.com
EMP00929,Employee_929,60,Female,Engineering,Senior Analyst,Bachelor,2022-05-24,47680.0,13.0,2.0,2.0,61.0,No,Middle East,Cash,employee_929@company.com
EMP00930,Employee_930,28,Female,Legal,Director,Bachelor,2014-08-04,68097.0,22.0,2.0,2.0,74.0,Yes,North America,Wire Transfer,employee_930@company.com
EMP00931,Employee_931,59,Male,Engineering,Intern,Bachelor,2011-04-25,38079.0,17.0,5.0,3.0,42.0,Yes,Europe,Wire Transfer,employee_931@company.com
EMP00932,Employee_932,60,Female,Engineering,Lead,High School,2016-12-01,25000.0,22.0,4.0,3.0,40.0,Yes,Latin America,Cash,employee_932@company.com
EMP00933,Employee_933,34,Female,Engineering,Manager,Bachelor,2022-10-12,25000.0,4.0,1.0,4.0,39.0,No,Europe,Check,employee_933@company.com
EMP00934,Employee_934,52,Female,Sales,Intern,Bachelor,2017-03-11,49771.0,14.0,1.0,4.0,52.0,No,Europe,Cash,employee_934@company.com
EMP00935,Employee_935,58,Female,Engineering,Lead,PhD,2016-06-28,25000.0,15.0,3.0,4.0,41.0,No,North America,Cash,employee_935@company.com
EMP00936,Employee_936,53,Male,Legal,Associate,Bachelor,2015-05-05,81285.0,7.0,3.0,2.0,70.0,Yes,Middle East,Direct Deposit,employee_936@company.com
EMP00937,Employee_937,43,Male,Operations,VP,Associate,2022-06-16,25000.0,23.0,5.0,2.0,67.0,No,North America,Cash,employee_937@company.com
EMP00938,Employee_938,35,Female,Engineering,Analyst,Bachelor,2012-12-08,25000.0,20.0,1.0,3.0,68.0,No,North America,Cash,employee_938@company.com
EMP00939,Employee_939,53,Female,Sales,Lead,Master,2023-01-25,40682.0,7.0,5.0,3.0,66.0,Yes,Europe,Direct Deposit,employee_939@company.com
EMP00940,Employee_940,45,Female,Legal,Consultant,High School,2020-11-07,27003.0,24.0,5.0,1.0,37.0,Yes,Asia Pacific,Wire Transfer,employee_940@company.com
EMP00941,Employee_941,37,Male,Marketing,Lead,High School,2015-05-05,31592.0,6.0,3.0,1.0,35.0,Yes,North America,Wire Transfer,employee_941@company.com
EMP00942,Employee_942,53,Female,HR,VP,PhD,2015-05-05,38115.0,5.0,5.0,2.0,55.0,Yes,Asia Pacific,Check,Unknown
EMP00943,Employee_943,22,Female,Engineering,Lead,Master,2010-11-10,32178.0,6.0,3.0,3.0,47.0,No,Asia Pacific,Wire Transfer,employee_943@company.com
EMP00944,Employee_944,34,Female,HR,Analyst,Master,2018-03-23,115529.0,22.0,1.0,2.0,42.0,Yes,Middle East,Direct Deposit,employee_944@company.com
EMP00945,Employee_945,60,Male,Engineering,VP,High School,2015-11-01,26244.0,18.0,5.0,5.0,78.0,No,Europe,Check,employee_945@company.com
EMP00946,Employee_946,60,Female,IT,Associate,Bachelor,2015-05-05,88436.0,21.0,2.0,1.0,57.0,Yes,Latin America,Direct Deposit,employee_946@company.com
EMP00947,Employee_947,59,Male,Sales,Associate,Master,2015-05-05,64372.0,21.0,3.0,4.0,42.0,No,Asia Pacific,Wire Transfer,employee_947@company.com
EMP00948,Employee_948,26,Male,Engineering,Lead,Bachelor,2017-01-14,25000.0,24.0,2.0,2.0,61.0,No,Middle East,Check,employee_948@company.com
EMP00949,Employee_949,26,Female,Marketing,Intern,Associate,2017-10-17,42357.0,0.0,3.0,5.0,73.0,No,Asia Pacific,Cash,employee_949@company.com
EMP00950,Employee_950,23,Female,Sales,Senior Manager,Bachelor,2013-11-10,73136.0,12.0,2.0,4.0,57.0,No,Europe,Check,employee_950@company.com
EMP00951,Employee_951,27,Female,Finance,Lead,Bachelor,2015-05-05,42152.0,6.0,1.0,5.0,42.0,No,Asia Pacific,Check,employee_951@company.com
EMP00952,Employee_952,28,Male,Operations,Lead,Bachelor,2017-11-09,88069.0,0.0,1.0,3.0,49.0,No,Asia Pacific,Direct Deposit,employee_952@company.com
EMP00953,Employee_953,35,Female,Finance,Manager,Associate,2015-05-05,25000.0,9.0,4.0,3.0,41.0,No,Asia Pacific,Wire Transfer,employee_953@company.com
EMP00954,Employee_954,49,Male,Sales,Analyst,Master,2015-05-05,61628.0,12.0,4.0,3.0,46.0,No,Europe,Wire Transfer,employee_954@company.com
EMP00955,Employee_955,53,Female,Finance,Associate,Bachelor,2022-05-03,63266.0,3.0,4.0,4.0,70.0,No,Latin America,Direct Deposit,employee_955@company.com
EMP00956,Employee_956,50,Male,HR,VP,PhD,2020-12-08,75818.0,6.0,5.0,4.0,72.0,Yes,Middle East,Cash,employee_956@company.com
EMP00957,Employee_957,41,Female,Finance,Associate,Bachelor,2020-03-02,74540.0,5.0,3.0,3.0,77.0,No,Asia Pacific,Cash,employee_957@company.com
EMP00958,Employee_958,47,Male,Engineering,Lead,Master,2012-09-23,25000.0,5.0,5.0,4.0,64.0,Yes,Asia Pacific,Check,employee_958@company.com
EMP00959,Employee_959,56,Male,Sales,Analyst,Associate,2015-05-05,89896.0,20.0,4.0,3.0,44.0,No,Europe,Wire Transfer,employee_959@company.com
EMP00960,Employee_960,49,Male,Engineering,Manager,Master,2015-05-05,64279.0,10.0,3.0,2.0,53.0,Yes,Latin America,Wire Transfer,employee_960@company.com
EMP00961,Employee_961,58,Male,Engineering,Manager,Master,2011-09-23,25000.0,22.0,5.0,3.0,52.0,No,Asia Pacific,Check,employee_961@company.com
EMP00962,Employee_962,53,Female,Engineering,Consultant,Associate,2013-03-30,85290.0,8.0,1.0,4.0,78.0,Yes,Asia Pacific,Wire Transfer,employee_962@company.com
EMP00963,Employee_963,57,Female,Operations,Senior Analyst,PhD,2013-11-08,61093.0,21.0,3.0,2.0,54.0,No,North America,Wire Transfer,employee_963@company.com
EMP00964,Employee_964,47,Female,Marketing,Consultant,Bachelor,2015-05-05,25000.0,6.0,4.0,3.0,36.0,No,North America,Direct Deposit,employee_964@company.com
EMP00965,Employee_965,53,Female,HR,Director,Master,2018-04-28,78258.0,8.0,1.0,1.0,64.0,Yes,Europe,Wire Transfer,employee_965@company.com
EMP00966,Employee_966,24,Male,Legal,Intern,Master,2020-02-06,89389.0,22.0,3.0,3.0,78.0,Yes,North America,Cash,employee_966@company.com
EMP00967,Employee_967,41,Female,IT,Intern,Bachelor,2021-06-01,25000.0,5.0,5.0,2.0,77.0,Yes,North America,Wire Transfer,employee_967@company.com
EMP00968,Employee_968,22,Male,Finance,Associate,PhD,2010-04-17,50320.0,18.0,4.0,3.0,77.0,No,Latin America,Check,employee_968@company.com
EMP00969,Employee_969,30,Female,Engineering,Consultant,Bachelor,2015-05-05,109925.0,13.0,5.0,4.0,45.0,Yes,Asia Pacific,Check,employee_969@company.com
EMP00970,Employee_970,25,Male,Legal,Analyst,Master,2013-11-25,25000.0,0.0,1.0,3.0,56.0,No,Latin America,Direct Deposit,employee_970@company.com
EMP00971,Employee_971,30,Female,Engineering,VP,Bachelor,2019-11-12,39550.0,15.0,1.0,2.0,76.0,Yes,Middle East,Wire Transfer,employee_971@company.com
EMP00972,Employee_972,53,Male,Legal,Lead,Associate,2018-06-05,42206.0,8.0,1.0,5.0,53.0,No,Middle East,Wire Transfer,Unknown
EMP00973,Employee_973,58,Female,Marketing,Analyst,PhD,2019-12-12,45350.0,22.0,3.0,3.0,37.0,No,Middle East,Cash,employee_973@company.com
EMP00974,Employee_974,33,Female,HR,Consultant,Bachelor,2015-05-05,86214.0,14.0,4.0,4.0,38.0,Yes,Middle East,Wire Transfer,employee_974@company.com
EMP00975,Employee_975,51,Female,Sales,Associate,PhD,2015-05-05,110879.0,18.0,1.0,2.0,69.0,Yes,Asia Pacific,Wire Transfer,employee_975@company.com
EMP00976,Employee_976,56,Male,HR,Associate,Master,2017-10-09,52343.0,9.0,5.0,1.0,72.0,Yes,Asia Pacific,Check,employee_976@company.com
EMP00977,Employee_977,44,Male,Finance,Lead,High School,2015-05-05,69232.0,15.0,4.0,4.0,43.0,No,Asia Pacific,Direct Deposit,employee_977@company.com
EMP00978,Employee_978,35,Female,Marketing,VP,Associate,2020-07-21,25000.0,24.0,5.0,3.0,42.0,No,Asia Pacific,Wire Transfer,employee_978@company.com
EMP00979,Employee_979,49,Male,Sales,Senior Analyst,High School,2020-07-26,107505.0,2.0,5.0,2.0,68.0,Yes,Europe,Wire Transfer,employee_979@company.com
EMP00980,Employee_980,28,Male,HR,Senior Manager,Master,2015-05-05,25000.0,18.0,1.0,4.0,65.0,Yes,Asia Pacific,Check,employee_980@company.com
EMP00981,Employee_981,25,Female,Engineering,Associate,Master,2012-07-15,44384.0,12.0,4.0,4.0,74.0,No,Latin America,Cash,employee_981@company.com
EMP00982,Employee_982,49,Female,Sales,Senior Manager,Associate,2015-02-25,25000.0,13.0,2.0,2.0,53.0,No,Asia Pacific,Wire Transfer,employee_982@company.com
EMP00983,Employee_983,24,Female,Operations,Consultant,Master,2018-11-16,90940.0,6.0,3.0,4.0,71.0,No,Middle East,Direct Deposit,employee_983@company.com
EMP00984,Employee_984,32,Female,Finance,Director,High School,2015-05-05,25000.0,1.0,2.0,5.0,66.0,Yes,Latin America,Check,employee_984@company.com
EMP00985,Employee_985,22,Male,Engineering,Manager,High School,2015-05-05,86068.0,13.0,3.0,1.0,78.0,Yes,Middle East,Cash,employee_985@company.com
EMP00986,Employee_986,47,Male,Marketing,Consultant,PhD,2015-05-05,72342.0,22.0,4.0,4.0,78.0,No,Middle East,Direct Deposit,employee_986@company.com
EMP00987,Employee_987,51,Female,Marketing,Director,Associate,2023-10-19,25000.0,22.0,1.0,4.0,62.0,Yes,Europe,Cash,employee_987@company.com
EMP00988,Employee_988,56,Female,Engineering,Senior Analyst,Bachelor,2015-05-05,25000.0,16.0,4.0,1.0,75.0,No,Asia Pacific,Direct Deposit,employee_988@company.com
EMP00989,Employee_989,56,Female,Sales,Consultant,Master,2015-05-05,56146.0,12.0,2.0,5.0,52.0,No,Middle East,Check,employee_989@company.com
EMP00990,Employee_990,46,Male,Finance,Analyst,Bachelor,2015-05-05,48105.0,1.0,5.0,5.0,59.0,No,Latin America,Direct Deposit,employee_990@company.com
EMP00991,Employee_991,47,Male,Marketing,Consultant,PhD,2012-01-14,25000.0,4.0,3.0,5.0,44.0,No,Middle East,Wire Transfer,employee_991@company.com
EMP00992,Employee_992,25,Female,Engineering,Analyst,High School,2015-05-05,25000.0,3.0,3.0,4.0,39.0,Yes,Latin America,Check,employee_992@company.com
EMP00993,Employee_993,40,Male,Operations,Analyst,Associate,2018-03-21,25000.0,0.0,2.0,4.0,49.0,No,Middle East,Check,employee_993@company.com
EMP00994,Employee_994,31,Female,Marketing,Intern,Bachelor,2014-05-14,76805.0,13.0,1.0,5.0,59.0,Yes,Middle East,Cash,employee_994@company.com
EMP00995,Employee_995,30,Male,Finance,Consultant,Master,2018-06-13,102278.0,10.0,4.0,4.0,54.0,Yes,North America,Direct Deposit,employee_995@company.com
EMP00996,Employee_996,41,Female,Sales,Director,High School,2015-08-27,53080.0,7.0,2.0,3.0,44.0,No,Latin America,Wire Transfer,employee_996@company.com
EMP00997,Employee_997,58,Female,IT,Associate,PhD,2015-05-05,94130.0,22.0,4.0,4.0,72.0,Yes,Asia Pacific,Cash,employee_997@company.com
